,Ціна,"Локація (Місто, Район)",Поверх,Поверховість,Загальна площа,Площа кухні,Кількість кімнат,Меблювання,Ремонт,Домашні улюбленці,Автономність при блекауті
1103,20 289 грн.,"Одеса, Приморський<!-- --> - <!-- -->07 липня 2024 р.",9,20,73 м²,20 м²,2 кімнати,,,,
1104,8 000 грн.,"Дніпро, Новокодацький<!-- --> - <!-- -->07 липня 2024 р.",2,14,34 м²,7 м²,1 кімната,З меблями,Євроремонт,Ні 🥺,
1105,56 810 грн.,"Київ, Печерський<!-- --> - <!-- -->07 липня 2024 р.",9,17,82 м²,16 м²,4 кімнати,З меблями,Євроремонт,Ні 🥺,
1106,10 000 грн.,Буча<!-- --> - <!-- -->05 липня 2024 р.,4,17,30 м²,10 м²,1 кімната,,Євроремонт,,
1107,10 000 грн.,"Львів, Франківський<!-- --> - <!-- -->07 липня 2024 р.",6,9,52 м²,9 м²,2 кімнати,З меблями,Житловий стан,,
1108,"10 145 грн.<span class=""css-1vxklie"">Договірна</span>",Тернопіль<!-- --> - <!-- -->07 липня 2024 р.,,,,,,,,,
1109,4 800 грн.,"Кропивницький, Фортечний<!-- --> - <!-- -->07 липня 2024 р.",6,9,25 м²,5 м²,1 кімната,З меблями,,,
1110,12 500 грн.,"Дніпро, Амур-Нижньодніпровський <!-- --> - <!-- -->07 липня 2024 р.",2,3,38 м²,10 м²,1 кімната,З меблями,Євроремонт,"Так, котик 😸, Так, середній песик(до 25 кг) 🐩, Так, інша тваринка 🦕, Так, великий песик 🐶, Так, маленький песик(до 10 кг) 🐕",Працює інтернет
1111,2 500 грн.,Херсон<!-- --> - <!-- -->07 липня 2024 р.,7,9,39 м²,8 м²,1 кімната,,,,
1112,6 500 грн.,Слов'янськ<!-- --> - <!-- -->07 липня 2024 р.,2,5,52 м²,6 м²,3 кімнати,З меблями,Косметичний ремонт,,"Працює опалення, Працює водопопостачання"
1113,7 500 грн.,"Одеса, Хаджибейський<!-- --> - <!-- -->07 липня 2024 р.",3,4,50 м²,8 м²,2 кімнати,З меблями,Косметичний ремонт,"Так, котик 😸",
1114,16 231 грн.,"Львів, Галицький - 06 липня 2024 р.",7,14,70 м²,15 м²,2 кімнати,З меблями,Євроремонт,,"Працює інтернет, Працює ліфт, Підключене резервне живлення"
1115,10 000 грн.,"Одеса, Приморський - 07 липня 2024 р.",7,18,80 м²,15 м²,3 кімнати,З меблями,Євроремонт,Ні 🥺,"Працює водопопостачання, Працює опалення, Працює ліфт"
1116,12 500 грн.,Ужгород - 06 липня 2024 р.,5,5,42 м²,6 м²,2 кімнати,З меблями,Євроремонт,Ні 🥺,
1117,4 000 грн.,"Кропивницький, Фортечний - 07 липня 2024 р.",1,9,28 м²,6 м²,1 кімната,З меблями,Житловий стан,"Так, маленький песик(до 10 кг) 🐕, Так, котик 😸",
1118,11 500 грн.,"Київ, Солом'янський - 07 липня 2024 р.",3,5,28 м²,7 м²,1 кімната,З меблями,Косметичний ремонт,,
1119,9 000 грн.,"Дніпро, Амур-Нижньодніпровський  - 07 липня 2024 р.",6,9,46 м²,8 м²,2 кімнати,З меблями,Євроремонт,,Працює ліфт
1120,4 000 грн.,Коломия - 07 липня 2024 р.,6,9,38.40 м²,3 м²,1 кімната,,,Ні 🥺,
1121,6 000 грн.,Бровари - 07 липня 2024 р.,9,9,36 м²,8 м²,1 кімната,З меблями,Житловий стан,"Так, котик 😸, Так, маленький песик(до 10 кг) 🐕, Так, інша тваринка 🦕",
1122,5 500 грн.,"Одеса, Хаджибейський - 07 липня 2024 р.",1,9,48 м²,9 м²,2 кімнати,З меблями,,,
1123,7 000 грн.,Костянтинівка - 07 липня 2024 р.,4,5,47 м²,5 м²,2 кімнати,З меблями,Косметичний ремонт,,
1124,5 000 грн.,Кам'янське - 07 липня 2024 р.,1,5,32 м²,8 м²,1 кімната,З меблями,Житловий стан,"Так, маленький песик(до 10 кг) 🐕",
1125,4 000 грн.,"Харків, Немишлянський - 07 липня 2024 р.",1,5,46 м²,6 м²,2 кімнати,З меблями,Косметичний ремонт,,"Працює інтернет, Працює опалення"
1126,9 000 грн.,"Київ, Дніпровський - 07 липня 2024 р.",8,9,39 м²,7 м²,1 кімната,З меблями,Косметичний ремонт,Ні 🥺,
1127,4 000 грн.,"Київ, Дніпровський - 07 липня 2024 р.",1,9,20 м²,12 м²,3 кімнати,,,,
1128,5 000 грн.,"Харків, Салтівський - 06 липня 2024 р.",3,9,35 м²,6 м²,1 кімната,,,Ні 🥺,
1129,10 000 грн.,"Кропивницький, Фортечний - 07 липня 2024 р.",5,5,65 м²,7 м²,4 кімнати,З меблями,Косметичний ремонт,,
1130,4 000 грн.,"Харків, Салтівський - 07 липня 2024 р.",7,9,34 м²,8 м²,1 кімната,,Євроремонт,,
1131,20 289 грн.,"Одеса, Приморський - 07 липня 2024 р.",9,20,73 м²,20 м²,2 кімнати,,,,
1132,4 000 грн.,"Харків, Шевченківський  - 07 липня 2024 р.",13,16,50 м²,8.30 м²,2 кімнати,З меблями,Косметичний ремонт,"Так, котик 😸",
1133,5 000 грн.,"Запоріжжя, Вознесенівський - 07 липня 2024 р.",7,9,50 м²,7 м²,2 кімнати,З меблями,Косметичний ремонт,Ні 🥺,
1134,12 000 грн.,"Дніпро, Індустріальний - 07 липня 2024 р.",3,9,55 м²,10 м²,3 кімнати,З меблями,Косметичний ремонт,,
1135,8 000 грн.,"Дніпро, Чечелівський - 07 липня 2024 р.",1,5,28 м²,6 м²,1 кімната,З меблями,,,
1136,17 000 грн.,"Запоріжжя, Вознесенівський - 07 липня 2024 р.",4,5,56 м²,18 м²,2 кімнати,,,,
1137,"10 145 грн.<span class=""css-1vxklie"">Договірна</span>",Тернопіль - 07 липня 2024 р.,6,10,57 м²,25 м²,1 кімната,З меблями,Євроремонт,,
1138,14 203 грн.,"Одеса, Приморський - 07 липня 2024 р.",10,15,50 м²,15 м²,2 кімнати,З меблями,Євроремонт,Ні 🥺,"Працює інтернет, Працює ліфт, Працює водопопостачання, Працює опалення, Підключене резервне живлення"
1139,4 800 грн.,"Кропивницький, Фортечний - 07 липня 2024 р.",6,9,25 м²,5 м²,1 кімната,З меблями,,,
1140,28 405 грн.,Луцьк - 02 липня 2024 р.,3,9,115 м²,15 м²,3 кімнати,З меблями,Авторський проект,,
1141,8 000 грн.,Біла Церква - 02 липня 2024 р.,,,,,,,,,
1142,10 000 грн.,Умань - 30 червня 2024 р.,8,9,64 м²,9 м²,2 кімнати,З меблями,Косметичний ремонт,,
1143,8 000 грн.,"Житомир, Панчішна фабрика - 07 липня 2024 р.",9,9,68 м²,9 м²,3 кімнати,З меблями,Житловий стан,,
1144,11 000 грн.,"Одеса, Приморський - 07 липня 2024 р.",2,25,45 м²,25 м²,2 кімнати,З меблями,Євроремонт,,"Працює водопопостачання, Працює опалення, Працює інтернет, Працює ліфт"
1145,9 500 грн.,"Київ, Дніпровський - 07 липня 2024 р.",7,9,48 м²,7 м²,2 кімнати,З меблями,Житловий стан,Ні 🥺,"Працює водопопостачання, Працює опалення"
1146,7 500 грн.,Краматорськ - 07 липня 2024 р.,6,9,64 м²,9 м²,3 кімнати,,Житловий стан,"Так, маленький песик(до 10 кг) 🐕, Ні 🥺",
1147,2 500 грн.,Херсон - 07 липня 2024 р.,7,9,39 м²,8 м²,1 кімната,,,,
1148,13 000 грн.,"Київ, Дарницький - 07 липня 2024 р.",4,25,44 м²,10 м²,1 кімната,З меблями,Євроремонт,,
1149,5 000 грн.,"Миколаїв, Заводський - 07 липня 2024 р.",1,9,70 м²,7 м²,2 кімнати,,,,
1150,9 000 грн.,"Дніпро, Шевченківський - 07 липня 2024 р.",9,9,67 м²,8 м²,3 кімнати,,,,
1151,20 289 грн.,Гатне - 07 липня 2024 р.,8,10,40 м²,15 м²,1 кімната,З меблями,,,
1152,8 500 грн.,"Харків, Основ'янський - 07 липня 2024 р.",12,16,40 м²,12 м²,1 кімната,,,,"Працює опалення, Працює інтернет, Працює ліфт, Працює водопопостачання"
1153,3 500 грн.,"Одеса, Пересипський - 07 липня 2024 р.",2,9,34 м²,7 м²,1 кімната,,,,
1154,22 318 грн.,"Львів, Личаківський - 07 липня 2024 р.",4,8,43 м²,18 м²,1 кімната,,Авторський проект,,
1155,7 000 грн.,"Кривий Ріг, Металургійний - 06 липня 2024 р.",4,5,96 м²,9 м²,4 кімнати,,,,
1156,11 000 грн.,Новомосковськ - 07 липня 2024 р.,2,9,65 м²,7 м²,2 кімнати,З меблями,Житловий стан,Ні 🥺,
1157,15 500 грн.,"Харків, Шевченківський  - 07 липня 2024 р.",7,20,50 м²,15 м²,2 кімнати,З меблями,Авторський проект,Ні 🥺,
1158,12 000 грн.,"Київ, Деснянський - 07 липня 2024 р.",15,16,78 м²,10 м²,2 кімнати,З меблями,,Ні 🥺,"Працює ліфт, Працює водопопостачання"
1159,17 000 грн.,"Вінниця, Замостянський - 07 липня 2024 р.",2,10,63 м²,15 м²,2 кімнати,З меблями,Євроремонт,Ні 🥺,
1160,12 000 грн.,"Кропивницький, Подільський - 07 липня 2024 р.",2,6,38 м²,8 м²,1 кімната,З меблями,Євроремонт,,
1161,"55 593 грн.<span class=""css-1vxklie"">Договірна</span>","Київ, Печерський - 07 липня 2024 р.",4,14,150 м²,30 м²,3 кімнати,З меблями,Авторський проект,"Так, котик 😸, Так, маленький песик(до 10 кг) 🐕, Так, середній песик(до 25 кг) 🐩","Працює ліфт, Працює інтернет, Працює водопопостачання, Працює опалення, Підключене резервне живлення"
1162,12 500 грн.,"Дніпро, Індустріальний - 07 липня 2024 р.",6,9,53 м²,9 м²,2 кімнати,З меблями,Євроремонт,Ні 🥺,
1163,56 810 грн.,"Одеса, Приморський - 07 липня 2024 р.",11,21,190 м²,50 м²,4 кімнати,З меблями,Євроремонт,,"Працює опалення, Працює ліфт, Працює водопопостачання, Працює інтернет, Підключене резервне живлення"
1164,60 868 грн.,"Одеса, Приморський - 07 липня 2024 р.",16,20,140 м²,50 м²,3 кімнати,З меблями,,,"Працює інтернет, Працює ліфт, Працює водопопостачання, Працює опалення, Підключене резервне живлення"
